---,ObjectModel,Category,Icon,SubCategory,SocketClassIDs,PlugClassIDs,NiceName,bShowInDrawer,VariantOf
^FRE_ROOM_STORE1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/FRE_ROOM_STORE1.FRE_ROOM_STORE1'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/FRE_ROOM_STORE1.FRE_ROOM_STORE1'","Freighter","(""CORRIDOR_FRE_NEW"")","(""CORRIDOR_FRE_NEW"")","STORAGE ROOM","True","None"
^FRE_ROOM_STORE2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/FRE_ROOM_STORE2.FRE_ROOM_STORE2'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/FRE_ROOM_STORE2.FRE_ROOM_STORE2'","Freighter","(""CORRIDOR_FRE_NEW"")","(""CORRIDOR_FRE_NEW"")","STORAGE ROOM","True","None"
^FRE_ROOM_STORE3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/FRE_ROOM_STORE3.FRE_ROOM_STORE3'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/FRE_ROOM_STORE3.FRE_ROOM_STORE3'","Freighter","(""CORRIDOR_FRE_NEW"")","(""CORRIDOR_FRE_NEW"")","STORAGE ROOM","True","None"
^FRE_ROOM_STORE4,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/FRE_ROOM_STORE4.FRE_ROOM_STORE4'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/FRE_ROOM_STORE4.FRE_ROOM_STORE4'","Freighter","(""CORRIDOR_FRE_NEW"")","(""CORRIDOR_FRE_NEW"")","STORAGE ROOM","True","None"
^FRE_ROOM_STORE5,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/FRE_ROOM_STORE5.FRE_ROOM_STORE5'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/FRE_ROOM_STORE5.FRE_ROOM_STORE5'","Freighter","(""CORRIDOR_FRE_NEW"")","(""CORRIDOR_FRE_NEW"")","STORAGE ROOM","True","None"
^FRE_ROOM_STORE6,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/FRE_ROOM_STORE6.FRE_ROOM_STORE6'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/FRE_ROOM_STORE6.FRE_ROOM_STORE6'","Freighter","(""CORRIDOR_FRE_NEW"")","(""CORRIDOR_FRE_NEW"")","STORAGE ROOM","True","None"
^FRE_ROOM_STORE7,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/FRE_ROOM_STORE7.FRE_ROOM_STORE7'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/FRE_ROOM_STORE7.FRE_ROOM_STORE7'","Freighter","(""CORRIDOR_FRE_NEW"")","(""CORRIDOR_FRE_NEW"")","STORAGE ROOM","True","None"
^FRE_ROOM_STORE8,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/FRE_ROOM_STORE8.FRE_ROOM_STORE8'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/FRE_ROOM_STORE8.FRE_ROOM_STORE8'","Freighter","(""CORRIDOR_FRE_NEW"")","(""CORRIDOR_FRE_NEW"")","STORAGE ROOM","True","None"
^FRE_ROOM_STORE9,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/FRE_ROOM_STORE9.FRE_ROOM_STORE9'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/FRE_ROOM_STORE9.FRE_ROOM_STORE9'","Freighter","(""CORRIDOR_FRE_NEW"")","(""CORRIDOR_FRE_NEW"")","STORAGE ROOM","True","None"
^FRE_ROOM_TECH,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/FRE_ROOM_TECH.FRE_ROOM_TECH'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/FRE_ROOM_TECH.FRE_ROOM_TECH'","Freighter","(""CORRIDOR_FRE_NEW"")","(""CORRIDOR_FRE_NEW"")","TECHNOLOGY ROOM (EXPANSION)","True","None"
^FRE_ROOM_TELEPO,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/FRE_ROOM_TELEPO.FRE_ROOM_TELEPO'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/FRE_ROOM_TELEPO.FRE_ROOM_TELEPO'","Freighter","(""CORRIDOR_FRE_NEW"")","(""CORRIDOR_FRE_NEW"")","TELEPORT CHAMBER","True","None"
^FRE_ROOM_VEHICL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/FRE_ROOM_VEHICL.FRE_ROOM_VEHICL'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/FRE_ROOM_VEHICL.FRE_ROOM_VEHICL'","Freighter","(""CORRIDOR_FRE_NEW"")","(""CORRIDOR_FRE_NEW"")","ORBITAL EXOCRAFT MATERIALISER","True","None"
^F_ARCH,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_ARCH.F_ARCH'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_ARCH.F_ARCH'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY ARCH","True","None"
^F_ARCHB,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_ARCH.F_ARCH'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_ARCHB.F_ARCHB'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY ARCH (BASE)","False","^F_ARCH"
^F_ARCHB_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_ARCH_H.F_ARCH_H'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_ARCHB_H.F_ARCHB_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","ALLOY HALF ARCH (BASE)","False","^F_ARCH_H"
^F_ARCHM,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_ARCH.F_ARCH'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_ARCHM.F_ARCHM'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY ARCH (MID)","False","^F_ARCH"
^F_ARCHM_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_ARCH_H.F_ARCH_H'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_ARCHM_H.F_ARCHM_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","ALLOY HALF ARCH (MID)","False","^F_ARCH_H"
^F_ARCHT,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_ARCH.F_ARCH'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_ARCHT.F_ARCHT'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY ARCH (TOP)","False","^F_ARCH"
^F_ARCHT_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_ARCH_H.F_ARCH_H'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_ARCHT_H.F_ARCHT_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","ALLOY HALF ARCH (TOP)","False","^F_ARCH_H"
^F_ARCH_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_ARCH_H.F_ARCH_H'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_ARCH_H.F_ARCH_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","ALLOY HALF ARCH","True","None"
^F_CHEV_DOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_CHEV_DOOR.F_CHEV_DOOR'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_CHEV_DOOR.F_CHEV_DOOR'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED ALLOY DOOR","True","None"
^F_CHEV_WALL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_CHEV_WALL.F_CHEV_WALL'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_CHEV_WALL.F_CHEV_WALL'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED ALLOY WALL","True","None"
^F_CHEV_WALL_H_C,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_CHEV_WALL_H_C.F_CHEV_WALL_H_C'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_CHEV_WALL_H_C.F_CHEV_WALL_H_C'","Walls, Doors and Windows","(""LEGACYWALLHALF"")","(""LEGACYWALLHALF"",""WALLSTOFLOOR"")","EXTRUDED ALLOY WALL CAP","True","None"
^F_CHEV_WIN0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_CHEV_WIN0.F_CHEV_WIN0'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_CHEV_WIN0.F_CHEV_WIN0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED ALLOY WINDOW","True","None"
^F_CHEV_WIN1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_CHEV_WIN1.F_CHEV_WIN1'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_CHEV_WIN1.F_CHEV_WIN1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED ALLOY HORIZONTAL WINDOW","True","None"
^F_CHEV_WIN2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_CHEV_WIN2.F_CHEV_WIN2'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_CHEV_WIN2.F_CHEV_WIN2'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED ALLOY SMALL WINDOW","True","None"
^F_DOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOOR.F_DOOR'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOOR.F_DOOR'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY DOOR A","True","None"
^F_DOOR1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOOR1.F_DOOR1'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOOR1.F_DOOR1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY DOOR B","True","None"
^F_DOORB0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOOR.F_DOOR'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOORB0.F_DOORB0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY DOOR A (BASE)","False","^F_DOOR"
^F_DOORB0_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOOR_H.F_DOOR_H'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOORB0_H.F_DOORB0_H'","Walls, Doors and Windows","(""LEGACYWALL"")","(""LEGACYWALL"",""WALLSTOFLOOR"")","ALLOY DOORWAY (BASE)","False","^F_DOOR_H"
^F_DOORB1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOOR1.F_DOOR1'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOORB1.F_DOORB1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY DOOR B (BASE)","False","^F_DOOR1"
^F_DOORM0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOOR.F_DOOR'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOORM0.F_DOORM0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY DOOR A (MID)","False","^F_DOOR"
^F_DOORM0_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOOR_H.F_DOOR_H'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOORM0_H.F_DOORM0_H'","Walls, Doors and Windows","(""LEGACYWALL"")","(""LEGACYWALL"",""WALLSTOFLOOR"")","ALLOY DOORWAY (MID)","False","^F_DOOR_H"
^F_DOORM1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOOR1.F_DOOR1'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOORM1.F_DOORM1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY DOOR B (MID)","False","^F_DOOR1"
^F_DOORT0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOOR.F_DOOR'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOORT0.F_DOORT0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY DOOR A (TOP)","False","^F_DOOR"
^F_DOORT0_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOOR_H.F_DOOR_H'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOORT0_H.F_DOORT0_H'","Walls, Doors and Windows","(""LEGACYWALL"")","(""LEGACYWALL"",""WALLSTOFLOOR"")","ALLOY DOORWAY (TOP)","False","^F_DOOR_H"
^F_DOORT1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOOR1.F_DOOR1'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOORT1.F_DOORT1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY DOOR B (TOP)","False","^F_DOOR1"
^F_DOORWINB0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOORWINDOW.F_DOORWINDOW'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOORWINB0.F_DOORWINB0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY FRONTAGE (BASE)","False","^F_DOORWINDOW"
^F_DOORWINDOW,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOORWINDOW.F_DOORWINDOW'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOORWINDOW.F_DOORWINDOW'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY FRONTAGE","True","None"
^F_DOORWINM0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOORWINDOW.F_DOORWINDOW'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOORWINM0.F_DOORWINM0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY FRONTAGE (MID)","False","^F_DOORWINDOW"
^F_DOORWINT0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOORWINDOW.F_DOORWINDOW'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOORWINT0.F_DOORWINT0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY FRONTAGE (TOP)","False","^F_DOORWINDOW"
^F_DOOR_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_DOOR_H.F_DOOR_H'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_DOOR_H.F_DOOR_H'","Walls, Doors and Windows","(""LEGACYWALL"")","(""LEGACYWALL"",""WALLSTOFLOOR"")","ALLOY DOORWAY","True","None"
^F_FLOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_FLOOR.F_FLOOR'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_FLOOR.F_FLOOR'","Flooring and Stairs","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","ALLOY FLOOR PANEL","True","None"
^F_FLOOR_Q,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_FLOOR_Q.F_FLOOR_Q'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_FLOOR_Q.F_FLOOR_Q'","Flooring and Stairs","(""FLOOR_Q"",""PROP"")","(""FLOOR_Q_to_FLOOR_Q"",""FLOOR_Q_to_WALL_H"")","SMALL ALLOY PANEL","True","None"
^F_GDOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_GDOOR.F_GDOOR'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_GDOOR.F_GDOOR'","Walls, Doors and Windows","(""WALL"",""POWERGDOOR"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY POWER DOOR","True","None"
^F_GDOORB0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_GDOOR.F_GDOOR'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_GDOORB0.F_GDOORB0'","Walls, Doors and Windows","(""WALL"",""POWERGDOOR"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY POWER DOOR (BASE)","False","^F_GDOOR"
^F_GDOORM0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_GDOOR.F_GDOOR'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_GDOORM0.F_GDOORM0'","Walls, Doors and Windows","(""WALL"",""POWERGDOOR"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY POWER DOOR (MID)","False","^F_GDOOR"
^F_GDOORT0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_GDOOR.F_GDOOR'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_GDOORT0.F_GDOORT0'","Walls, Doors and Windows","(""WALL"",""POWERGDOOR"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","ALLOY POWER DOOR (TOP)","False","^F_GDOOR"
^F_GFLOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_GFLOOR.F_GFLOOR'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_GFLOOR.F_GFLOOR'","Flooring and Stairs","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","ALLOY-FRAMED GLASS PANEL","True","None"
^F_RAMP,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_RAMP.F_RAMP'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_RAMP.F_RAMP'","Flooring and Stairs","(""RAMP"")","(""RAMP_to_RAMP"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR"",""RAMP_to_RAMP_Left"",""RAMP_to_RAMP_Right"")","ALLOY RAMP","True","None"
^F_RAMP_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_RAMP_H.F_RAMP_H'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_RAMP_H.F_RAMP_H'","Flooring and Stairs","(""RAMP_H"")","(""RAMP_to_RAMP"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_FLOOR"",""RAMP_H_to_RAMP_H_Left"",""RAMP_H_to_RAMP_H_Right"")","ALLOY HALF RAMP","True","None"
^F_RAMP_Q_TOP,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_RAMP_Q_TOP.F_RAMP_Q_TOP'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_RAMP_Q_TOP.F_RAMP_Q_TOP'","Flooring and Stairs","(""LEGACYFLOOR"",""PROP"")","(""LEGACYFLOOR"")","ALLOY HALF RAMP PLATFORM","True","None"
^F_ROOF0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_ROOF0.F_ROOF0'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_ROOF0.F_ROOF0'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","SIDE-LIT FLAT ALLOY ROOF","True","None"
^F_ROOF1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_ROOF1.F_ROOF1'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_ROOF1.F_ROOF1'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","TALL FLAT ALLOY ROOF","True","None"
^F_ROOF2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/F_ROOF2.F_ROOF2'","Alloy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/F_ROOF2.F_ROOF2'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","SKYLIGHT ALLOY ROOF","True","None"
